0,2,726.4030,173.5915,917.4820,315.0742
0,2,679.6621,174.1462,795.2264,260.7374
0,2,668.8994,172.5304,740.3965,234.3335
0,2,192.2586,142.5810,449.8517,338.8805
0,2,657.2991,175.4645,712.7974,223.0470
0,2,0.0000,190.0049,71.2272,374.0000
0,2,643.6274,166.5084,683.6873,204.3981
0,2,360.1181,177.8406,509.8067,239.9041
0,2,460.6697,177.3800,539.4660,211.1520
0,2,626.4018,173.5481,650.5340,194.8656
0,2,638.5083,176.4305,669.4014,204.1124
0,2,15.8921,183.2823,90.4078,210.3073
0,2,354.8860,143.3962,399.5327,167.3106
0,2,666.8007,155.5613,686.6762,172.4656
1,2,731.7591,176.2919,949.6226,332.1213
1,2,681.7362,177.7969,808.6555,270.0042
1,2,670.6098,175.9869,746.3519,239.4325
1,2,159.2183,137.7561,439.8904,351.2363
1,2,660.2374,177.3165,717.9761,225.4056
1,2,644.5682,171.1982,686.3937,208.1767
1,2,460.1695,177.3833,536.6705,213.2224
1,2,494.1417,178.2356,574.5646,207.0671
1,2,359.3752,178.2089,510.8826,242.4254
1,2,639.8222,177.8803,669.2586,204.9529
1,2,668.8152,155.3446,689.3426,172.5070
2,2,741.8286,175.9136,985.6627,349.9627
2,2,689.2441,174.0613,816.5848,270.8530
2,2,118.6264,135.4281,422.0286,374.0000
2,2,672.7346,174.8624,750.2987,240.8725
2,2,644.8344,173.0986,688.0402,208.5781
2,2,455.0089,178.5038,535.5531,216.5132
2,2,661.3824,177.3480,719.5678,227.5844
2,2,340.4308,179.2775,508.1436,251.1915
2,2,491.7126,178.9880,573.3799,209.1160
2,2,670.3749,155.1809,692.0538,172.5008
2,2,16.6426,158.7543,84.5380,180.1317
2,2,639.3128,178.8407,670.6529,206.1632
3,2,753.1546,174.9485,1035.7996,374.0000
3,2,690.9112,177.7527,831.9022,278.6327
3,2,675.6659,175.6722,756.6580,243.5976
3,2,324.9648,182.6045,502.0803,257.0409
3,2,663.3406,177.8432,721.9022,229.9868
3,2,452.9265,179.2334,534.8390,216.5486
3,2,644.2663,171.2871,690.0652,208.8033
3,2,69.0882,136.1369,393.1409,374.0000
3,2,630.0612,176.3362,653.3367,198.2721
3,2,668.9626,155.0192,689.7097,172.5193
4,2,768.6571,174.6291,1094.6518,374.0000
4,2,696.7477,174.6016,847.8147,285.1319
4,2,306.7974,180.4565,500.7934,262.2780
4,2,677.6140,174.1936,764.0042,246.7671
4,2,645.9285,165.6829,692.1125,207.5553
4,2,15.8533,131.9492,359.5614,374.0000
4,2,664.7108,176.0945,726.1901,230.6218
4,2,448.0999,178.0980,533.0852,216.1697
4,2,631.8735,174.5616,655.7781,196.9842
5,2,778.3001,170.1454,1186.1639,374.0000
5,2,702.3880,175.2484,866.0103,291.2956
5,2,290.1835,183.9611,499.8686,267.6768
5,2,679.1700,173.9567,768.9202,248.5471
5,2,0.0000,102.0746,334.8014,374.0000
5,2,646.6769,164.7110,693.2874,207.9508
5,2,667.3310,177.1119,730.0803,232.4499
5,2,446.2716,179.3898,529.9350,219.8425
5,2,488.4651,177.4036,566.9486,208.4128
5,2,0.0000,156.0966,58.7075,178.7633
5,2,631.4764,174.5143,655.6521,197.1210
6,2,797.8716,174.6266,1241.0000,374.0000
6,2,708.6635,175.0428,885.9169,303.2019
6,2,277.5458,182.9093,491.1755,270.0107
6,2,680.6968,173.3327,778.9228,252.6014
6,2,440.6295,179.8426,526.9976,220.4687
6,2,667.1758,176.4307,735.6106,233.7891
6,2,647.4689,164.0563,695.9079,209.4296
6,2,0.0000,116.6880,278.5824,374.0000
6,2,481.4021,178.1171,569.3792,210.9697
6,2,630.8585,175.1723,656.7797,197.8504
6,2,544.1225,176.2507,572.7095,200.9965
6,2,670.3345,153.1936,693.9410,171.4064
7,2,712.7659,173.8994,907.3918,315.2255
7,2,824.0629,171.7991,1241.0000,374.0000
7,2,267.9137,185.9986,480.6461,278.2315
7,2,685.4053,172.6938,786.4593,257.7104
7,2,437.3929,180.4776,523.1199,222.0537
7,2,668.7590,176.6075,740.3786,235.9776
7,2,481.2572,179.6778,567.0503,212.9127
7,2,647.9061,164.9050,699.1001,211.7873
7,2,0.0000,98.3509,229.6289,374.0000
7,2,629.2114,176.3220,654.7960,200.2397
8,2,717.1116,176.5755,942.4171,333.4291
8,2,249.9925,188.2792,474.9151,284.1886
8,2,431.0733,181.0200,521.5647,223.9380
8,2,688.2493,175.9377,795.9630,260.4346
8,2,845.1055,167.6636,1241.0000,374.0000
8,2,0.0000,204.0306,183.5369,286.0108
8,2,647.4149,165.2428,700.2197,213.0053
8,2,669.8405,178.1658,743.3875,237.0821
